operator,tenure_type,tenure_no,field,reservoir,basin,period,metric,value
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2013,Water (ML),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2014,Water (ML),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2014,Water (ML),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),0.01
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),0.01
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2015,Water (ML),0.022
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,2
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),0.07
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2015,Water (ML),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,1
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2016,Water (ML),0
Santos Ltd,PL,90,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,4
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2005,Total gas produced (Mm3),101.36
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2005,Gas flared or vented (Mm3),7.01
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2005,Gas used in production (Mm3),9.18
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2005,Water (ML),543.7426
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2005,No. of wells producing petroleum,37
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2005,Total gas produced (Mm3),85.67
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2005,Gas flared or vented (Mm3),0.18
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2005,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2005,Water (ML),453.9588
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2005,No. of wells producing petroleum,41
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2006,Total gas produced (Mm3),91.19
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2006,Gas flared or vented (Mm3),4.56
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2006,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2006,Water (ML),416.3799
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2006,No. of wells producing petroleum,39
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2006,Total gas produced (Mm3),106.62
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2006,Gas flared or vented (Mm3),5.33
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2006,Gas used in production (Mm3),NA
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2006,Water (ML),450.5578
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2006,No. of wells producing petroleum,38
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2007,Total gas produced (Mm3),124.26
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2007,Gas flared or vented (Mm3),6.21
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2007,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2007,Water (ML),480.8644
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2007,No. of wells producing petroleum,43
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2007,Total gas produced (Mm3),191.34
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2007,Gas flared or vented (Mm3),NA
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2007,Gas used in production (Mm3),NA
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2007,Water (ML),607.8113
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2007,No. of wells producing petroleum,NA
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2008,Total gas produced (Mm3),159.9
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2008,Gas flared or vented (Mm3),NA
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2008,Gas used in production (Mm3),NA
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2008,Water (ML),426.0669
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2008,No. of wells producing petroleum,49
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2008,Total gas produced (Mm3),138.9
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2008,Gas flared or vented (Mm3),NA
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2008,Gas used in production (Mm3),NA
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2008,Water (ML),341.7759
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2008,No. of wells producing petroleum,49
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2009,Total gas produced (Mm3),142.46
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2009,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2009,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2009,Water (ML),465.2279
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2009,No. of wells producing petroleum,65
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2009,Total gas produced (Mm3),175.08
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2009,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2009,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2009,Water (ML),329.9378
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2009,No. of wells producing petroleum,47
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2010,Total gas produced (Mm3),184.74
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2010,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2010,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2010,Water (ML),329.9378
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2010,No. of wells producing petroleum,44
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2010,Total gas produced (Mm3),181.48
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2010,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2010,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2010,Water (ML),315.8568
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2010,No. of wells producing petroleum,39
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),155.52
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2011,Water (ML),185.5172
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,22
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2011,Total gas produced (Mm3),127.33
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2011,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2011,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2011,Water (ML),132.0751
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,25
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),156.18
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2012,Water (ML),106.5219
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,20
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),141.22
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2012,Water (ML),75.6838
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,22
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),124.76
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2013,Water (ML),60.4066
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,39
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),127.98
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2013,Water (ML),87.0619
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,30
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),130.86
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2014,Water (ML),100.2985
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,55
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),85.32
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2014,Water (ML),54.8012
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,49
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),78.27
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2015,Water (ML),72.0869
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,63
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),175.56
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2015,Water (ML),72.6209
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,67
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),343.21
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),0
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2016,Water (ML),61.317
Santos Ltd,PL,91,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,78
Santos Ltd,PL,92,Fairview,Bandanna Coal Seams,Bowen,Production for 6-month period ending 30/6/2005,Total gas produced (Mm3),61.6
